Date,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
3/9/2016,2016,3,9,‡,9.9,,-6.8,,1.6,,16.4,,0,,0,,0,,0,,,,29,,33,
3/10/2016,2016,3,10,‡,15.7,,-2.4,,6.7,,11.3,,0,,0,,0,,0,,,,22,,91,
3/11/2016,2016,3,11,‡,12.7,,-0.1,,6.3,,11.7,,0,,0,,0,,0,,,,15,,43,
3/12/2016,2016,3,12,‡,15.2,,-1,,7.1,,10.9,,0,,0,,0,,0,,,,27,,41,
3/13/2016,2016,3,13,‡,9.2,,0.4,,4.8,,13.2,,0,,0,,0,,0,,,,28,,56,
3/14/2016,2016,3,14,‡,6.8,,-3.8,,1.5,,16.5,,0,,0,,0.4,,0.4,,0,,2,,43,
3/15/2016,2016,3,15,‡,5.8,,-5.4,,0.2,,17.8,,0,,0,,0,T,0,T,0,,33,,50,
3/16/2016,2016,3,16,‡,7.1,,-1.2,,3,,15,,0,,0,,0,,0,,0,,30,,50,
3/17/2016,2016,3,17,‡,2.1,,-4.4,,-1.2,,19.2,,0,,0,,1.4,,1.3,,0,,1,,44,
3/18/2016,2016,3,18,‡,3.8,,-8.9,,-2.6,,20.6,,0,,0,,0,T,0,T,0,,18,,37,
3/19/2016,2016,3,19,‡,13,,-9.2,,1.9,,16.1,,0,,0,,0,,0,,0,,17,,39,
3/20/2016,2016,3,20,‡,14.4,,-3.1,,5.7,,12.3,,0,,0,,0,,0,,0,,9,,37,
3/21/2016,2016,3,21,‡,4.6,,-2,,1.3,,16.7,,0,,0,,0,T,0,T,,,,,<31,
3/22/2016,2016,3,22,‡,3.9,,-4.6,,-0.4,,18.4,,0,,0,,0,T,0,T,,,11,,33,
3/23/2016,2016,3,23,‡,11.1,,-7.4,,1.9,,16.1,,0,,0,,0,,0,,,,18,,32,
3/24/2016,2016,3,24,‡,8.8,,-1.2,,3.8,,14.2,,0,,0,,0.6,,0.6,,0,,34,,44,
3/25/2016,2016,3,25,‡,7.7,,-2.3,,2.7,,15.3,,0,,0,,0,T,0,T,0,,3,,33,
3/26/2016,2016,3,26,‡,10.2,,-2.8,,3.7,,14.3,,0,,0,,0,,0,,,,21,,33,
3/27/2016,2016,3,27,‡,10.4,,-4,,3.2,,14.8,,0,,0,T,0,,0,T,,,19,,39,
3/28/2016,2016,3,28,‡,10.5,,1,,5.8,,12.2,,0,,0,,0,,0,,,,35,,52,
3/29/2016,2016,3,29,‡,12.2,,-0.1,,6.1,,11.9,,0,,0,,0,,0,,,,34,,37,
3/30/2016,2016,3,30,‡,13.5,,5.3,,9.4,,8.6,,0,,0.6,,0,,0.6,,,,33,,67,
3/31/2016,2016,3,31,‡,11.1,,1.8,,6.5,,11.5,,0,,1.2,,0,,1.2,,,,36,,46,
4/1/2016,2016,4,1,‡,19.4,,3.3,,11.4,,6.6,,0,,0,,0,,0,,,,33,,39,
4/2/2016,2016,4,2,‡,20.9,,3.5,,12.2,,5.8,,0,,0,,0,,0,,,,27,,69,
4/3/2016,2016,4,3,‡,15.3,,4.1,,9.7,,8.3,,0,,0,,0,,0,,,,16,,32,
4/4/2016,2016,4,4,‡,13.8,,1.7,,7.8,,10.2,,0,,0,T,0,,0,T,,,33,,61,
4/5/2016,2016,4,5,‡,14.1,,1.6,,7.9,,10.1,,0,,0.6,,0,,0.6,,,,34,,80,
4/6/2016,2016,4,6,‡,14.6,,6.5,,10.6,,7.4,,0,,0,,0,,0,,,,28,,65,
4/7/2016,2016,4,7,‡,16.3,,-2.6,,6.9,,11.1,,0,,0,,0,,0,,,,,,<31,
4/8/2016,2016,4,8,‡,24,,0.9,,12.5,,5.5,,0,,0,,0,,0,,,,29,,52,
4/9/2016,2016,4,9,‡,18.2,,3,,10.6,,7.4,,0,,0,T,0,,0,T,,,36,,78,
4/10/2016,2016,4,10,‡,9,,-3.4,,2.8,,15.2,,0,,0,,0,,0,,,,15,,37,
4/11/2016,2016,4,11,‡,18.5,,-4.1,,7.2,,10.8,,0,,0,,0,,0,,,,28,,52,
4/12/2016,2016,4,12,‡,18.6,,-0.1,,9.3,,8.7,,0,,0,,0,,0,,,,22,,41,
4/13/2016,2016,4,13,‡,16.6,,5.3,,11,,7,,0,,0,T,0,,0,T,,,32,,48,
4/14/2016,2016,4,14,‡,9.1,,0.7,,4.9,,13.1,,0,,0,,0,,0,,,,4,,33,
4/15/2016,2016,4,15,‡,14.1,,0,,7.1,,10.9,,0,,0,,0,,0,,,,17,,43,
4/16/2016,2016,4,16,‡,16.8,,0.1,,8.5,,9.5,,0,,0,,0,,0,,,,8,,35,
4/17/2016,2016,4,17,‡,20.6,,0.8,,10.7,,7.3,,0,,0,,0,,0,,,,18,,37,
4/18/2016,2016,4,18,‡,24,,3,,13.5,,4.5,,0,,0,,0,,0,,,,16,,57,
4/19/2016,2016,4,19,‡,27.5,,4.1,,15.8,,2.2,,0,,0,,0,,0,,,,4,,35,
4/20/2016,2016,4,20,‡,18.8,,7.1,,13,,5,,0,,0,,0,,0,,,,35,,44,
4/21/2016,2016,4,21,‡,23.6,,2.3,,13,,5,,0,,0,,0,,0,,,,16,,54,
4/22/2016,2016,4,22,‡,14.1,,3.6,,8.9,,9.1,,0,,0,,0,,0,,,,2,,43,
4/23/2016,2016,4,23,‡,7.7,,1.5,,4.6,,13.4,,0,,1,,0,T,1,,,,,,<31,
4/24/2016,2016,4,24,‡,6.7,,1.3,,4,,14,,0,,0.6,,0,,0.6,,,,12,,32,
4/25/2016,2016,4,25,‡,6.1,,1.5,,3.8,,14.2,,0,,1.8,,0,,1.8,,,,,,<31,
4/26/2016,2016,4,26,‡,11,,1.4,E,6.2,E,11.8,E,0,E,,M,,M,0,,,,,M,,M
4/27/2016,2016,4,27,‡,12,,1.9,,7,,11,,0,,0,,0,,0,,,,14,,41,
4/28/2016,2016,4,28,‡,11.6,,2.3,,7,,11,,0,,0,,0,,0,,,,16,,57,
4/29/2016,2016,4,29,‡,11.6,,1.9,,6.8,,11.2,,0,,0,,0,,0,,,,14,,48,
4/30/2016,2016,4,30,‡,13.4,,5.1,,9.3,,8.7,,0,,0,,0,,0,,,,21,,48,
5/1/2016,2016,5,1,‡,21,,0.6,,10.8,,7.2,,0,,0,,0,,0,,,,,,<31,
5/2/2016,2016,5,2,‡,25.9,,4,,15,,3,,0,,0,,0,,0,,,,16,,35,
5/3/2016,2016,5,3,‡,27.8,,6.7,,17.3,,0.7,,0,,0,,0,,0,,,,15,,41,
5/4/2016,2016,5,4,‡,26.2,,8.1,,17.2,,0.8,,0,,0,,0,,0,,,,22,,37,
5/5/2016,2016,5,5,‡,19.7,,7.2,,13.5,,4.5,,0,,0.4,,0,,0.4,,,,35,,52,
5/6/2016,2016,5,6,‡,20.4,,2.8,,11.6,,6.4,,0,,0,,0,,0,,,,19,,33,
5/7/2016,2016,5,7,‡,28.4,,5.1,,16.8,,1.2,,0,,0,,0,,0,,,,16,,44,
5/8/2016,2016,5,8,‡,20.3,,6.3,,13.3,,4.7,,0,,1.6,,0,,1.6,,,,3,,59,
5/9/2016,2016,5,9,‡,11.3,,2.6,,7,,11,,0,,0,T,0,,0,T,,,34,,65,
5/10/2016,2016,5,10,‡,13.3,,1.3,,7.3,,10.7,,0,,0,,0,,0,,,,2,,56,
5/11/2016,2016,5,11,‡,15.4,,0.1,,7.8,,10.2,,0,,0,,0,,0,,,,11,,44,
5/12/2016,2016,5,12,‡,8.6,,0.5,,4.6,,13.4,,0,,5.9,,0.2,,6.1,,,,15,,43,
5/13/2016,2016,5,13,‡,10.9,,-1.8,,4.6,,13.4,,0,,0,,0,,0,,,,,,<31,
5/14/2016,2016,5,14,‡,15.2,,-1.9,,6.7,,11.3,,0,,0,,0,,0,,,,16,,41,
5/15/2016,2016,5,15,‡,17.8,,0.4,,9.1,,8.9,,0,,0,,0,,0,,,,18,,43,
5/16/2016,2016,5,16,‡,21.1,,3.5,,12.3,,5.7,,0,,0,,0,,0,,,,15,,59,
5/17/2016,2016,5,17,‡,23.8,,7.1,,15.5,,2.5,,0,,0,,0,,0,,,,35,,37,
5/18/2016,2016,5,18,‡,24.2,,8.4,,16.3,,1.7,,0,,0.6,,0,,0.6,,,,33,,61,
5/19/2016,2016,5,19,‡,14.6,,4.4,,9.5,,8.5,,0,,7.2,,0,,7.2,,,,33,,54,
5/20/2016,2016,5,20,‡,10.3,,1.4,,5.9,,12.1,,0,,2.5,,0,,2.5,,,,34,,56,
5/21/2016,2016,5,21,‡,7.1,,2.1,,4.6,,13.4,,0,,10.1,,0,,10.1,,,,33,,48,
5/22/2016,2016,5,22,‡,5.5,,0.8,,3.2,,14.8,,0,,17.2,,0,,17.2,,,,32,,57,
5/23/2016,2016,5,23,‡,9.6,,3.5,,6.6,,11.4,,0,,2,,0,,2,,,,35,,59,
5/24/2016,2016,5,24,‡,16.9,,4.4,,10.7,,7.3,,0,,0,,0,,0,,,,17,,41,
5/25/2016,2016,5,25,‡,20.7,,5.3,,13,,5,,0,,0.4,,0,,0.4,,,,33,,54,
5/26/2016,2016,5,26,‡,20.2,,6.8,,13.5,,4.5,,0,,0.8,,0,,0.8,,,,13,,39,
5/27/2016,2016,5,27,‡,13.1,,6.3,,9.7,,8.3,,0,,8.4,,0,,8.4,,,,34,,44,
5/28/2016,2016,5,28,‡,16.4,,1.7,,9.1,,8.9,,0,,0.4,,0,,0.4,,,,29,,44,
5/29/2016,2016,5,29,‡,18.7,,5.7,,12.2,,5.8,,0,,6.2,,0,,6.2,,,,32,,54,
5/30/2016,2016,5,30,‡,15.4,,5.6,,10.5,,7.5,,0,,4.2,,0,,4.2,,,,33,,67,
5/31/2016,2016,5,31,‡,17.6,E,3.9,E,10.8,E,7.2,E,0,E,,M,,M,0.2,E,,,,M,,M
6/1/2016,2016,6,1,‡,21.9,,6,,14,,4,,0,,0.2,,0,,0.2,,,,28,,57,
6/2/2016,2016,6,2,‡,22.8,,9,,15.9,,2.1,,0,,0,,0,,0,,,,26,,59,
6/3/2016,2016,6,3,‡,25.3,,7.1,,16.2,,1.8,,0,,0,,0,,0,,,,28,,50,
6/4/2016,2016,6,4,‡,26.7,,10.6,,18.7,,0,,0.7,,0,,0,,0,,,,15,,32,
6/5/2016,2016,6,5,‡,25.4,,12,,18.7,,0,,0.7,,0,,0,,0,,,,13,,41,
6/6/2016,2016,6,6,‡,30.9,,12.7,,21.8,,0,,3.8,,0,,0,,0,,,,15,,37,
6/7/2016,2016,6,7,‡,29.7,,16.2,,23,,0,,5,,0,,0,,0,,,,9,,44,
6/8/2016,2016,6,8,‡,27.7,,15.4,,21.6,,0,,3.6,,0.2,,0,,0.2,,,,19,,56,
6/9/2016,2016,6,9,‡,24.1,,13.1,,18.6,,0,,0.6,,0,,0,,0,,,,26,,57,
6/10/2016,2016,6,10,‡,16,,9.9,,13,,5,,0,,4.4,,0,,4.4,,,,36,,39,
6/11/2016,2016,6,11,‡,18.8,,10.5,,14.7,,3.3,,0,,2.4,,0,,2.4,,,,27,,61,
6/12/2016,2016,6,12,‡,20.7,,5.8,,13.3,,4.7,,0,,0,,0,,0,,,,29,,61,
6/13/2016,2016,6,13,‡,21.9,,9.1,,15.5,,2.5,,0,,0,,0,,0,,,,29,,56,
6/14/2016,2016,6,14,‡,18.5,,9,,13.8,,4.2,,0,,0.2,,0,,0.2,,,,29,,61,
6/15/2016,2016,6,15,‡,17.4,,3.5,,10.5,,7.5,,0,,0,,0,,0,,,,29,,48,
6/16/2016,2016,6,16,‡,17.7,,6.7,,12.2,,5.8,,0,,0,,0,,0,,,,27,,61,
6/17/2016,2016,6,17,‡,19.8,,7,,13.4,,4.6,,0,,0,,0,,0,,,,27,,43,
6/18/2016,2016,6,18,‡,20.8,,4.5,,12.7,,5.3,,0,,0,T,0,,0,T,,,36,,35,
6/19/2016,2016,6,19,‡,21.8,,9.1,,15.5,,2.5,,0,,5.2,,0,,5.2,,,,31,,54,
6/20/2016,2016,6,20,‡,23.8,,9.1,,16.5,,1.5,,0,,0,,0,,0,,,,10,,32,
6/21/2016,2016,6,21,‡,22.2,,9.2,,15.7,,2.3,,0,,0.8,,0,,0.8,,,,33,,57,
6/22/2016,2016,6,22,‡,25.2,,8.7,,17,,1,,0,,0.2,,0,,0.2,,,,29,,44,
6/23/2016,2016,6,23,‡,24,,10.1,,17.1,,0.9,,0,,0,T,0,,0,T,,,13,,41,
6/24/2016,2016,6,24,‡,20.4,,8.5,,14.5,,3.5,,0,,22.2,,0,,22.2,,,,33,,44,
6/25/2016,2016,6,25,‡,20.7,,10.2,,15.5,,2.5,,0,,7.4,,0,,7.4,,,,33,,59,
6/26/2016,2016,6,26,‡,21.3,E,,M,,M,,M,,M,2.8,,0,,2.8,,,,31,,35,
6/27/2016,2016,6,27,‡,25.4,,10.1,,17.8,,0.2,,0,,0,,0,,0,,,,15,,37,
6/28/2016,2016,6,28,‡,24.2,,12.4,,18.3,,0,,0.3,,2.6,,0,,2.6,,,,15,,37,
6/29/2016,2016,6,29,‡,25.5,,11.3,,18.4,,0,,0.4,,0,,0,,0,,,,12,,33,
6/30/2016,2016,6,30,‡,23.4,,13.6,,18.5,,0,,0.5,,13,,0,,13,,,,22,,56,
7/1/2016,2016,7,1,‡,23.9,,11.4,,17.7,,0.3,,0,,0,T,0,,0,T,,,14,,37,
7/2/2016,2016,7,2,‡,23.8,,13.1,,18.5,,0,,0.5,,0,,0,,0,,,,10,,41,
7/3/2016,2016,7,3,‡,24.3,,11.8,,18.1,,0,,0.1,,0,T,0,,0,T,,,29,,52,
7/4/2016,2016,7,4,‡,20.7,,10.1,,15.4,,2.6,,0,,6.8,,0,,6.8,,,,32,,57,
7/5/2016,2016,7,5,‡,17.2,,6.8,,12,,6,,0,,6.4,,0,,6.4,,,,28,,33,
7/6/2016,2016,7,6,‡,20.1,,10.4,,15.3,,2.7,,0,,0.5,,0,,0.5,,,,31,,46,
7/7/2016,2016,7,7,‡,23,,11.2,,17.1,,0.9,,0,,0,,0,,0,,,,16,,41,
7/8/2016,2016,7,8,‡,24.9,,13.6,,19.3,,0,,1.3,,0,,0,,0,,,,13,,37,
7/9/2016,2016,7,9,‡,21.7,,11.1,,16.4,,1.6,,0,,7.2,,0,,7.2,,,,23,,37,
7/10/2016,2016,7,10,‡,20.6,,10.5,,15.6,,2.4,,0,,0,T,0,,0,T,,,35,,48,
7/11/2016,2016,7,11,‡,20.1,,11.3,,15.7,,2.3,,0,,18.9,,0,,18.9,,,,34,,54,
7/12/2016,2016,7,12,‡,21.5,,12.6,,17.1,,0.9,,0,,2.6,,0,,2.6,,,,32,,37,
7/13/2016,2016,7,13,‡,19.2,,12.8,,16,,2,,0,,6.2,,0,,6.2,,,,3,,32,
7/14/2016,2016,7,14,‡,19.7,,11.6,,15.7,,2.3,,0,,17.2,,0,,17.2,,,,8,,30,
7/15/2016,2016,7,15,‡,13.9,,9.1,,11.5,,6.5,,0,,37.9,,0,,37.9,,,,24,,54,
7/16/2016,2016,7,16,‡,17.5,,10.3,,13.9,,4.1,,0,,3.6,,0,,3.6,,,,32,,32,
7/17/2016,2016,7,17,‡,19.6,,10.9,,15.3,,2.7,,0,,11.6,,0,,11.6,,,,34,,35,
7/18/2016,2016,7,18,‡,23.3,,8.6,,16,,2,,0,,5.2,,0,,5.2,,,,16,,50,
7/19/2016,2016,7,19,‡,25.8,,12,,18.9,,0,,0.9,,0,,0,,0,,,,31,,50,
7/20/2016,2016,7,20,‡,25.8,,12.2,,19,,0,,1,,0,,0,,0,,,,28,,52,
7/21/2016,2016,7,21,‡,27.4,,9.4,,18.4,,0,,0.4,,0,,0,,0,,,,30,,48,
7/22/2016,2016,7,22,‡,22.6,,9.9,,16.3,,1.7,,0,,4,,0,,4,,,,20,,46,
7/23/2016,2016,7,23,‡,24.2,,11.5,,17.9,,0.1,,0,,0.8,,0,,0.8,,,,35,,59,
7/24/2016,2016,7,24,‡,25.5,,10.7,,18.1,,0,,0.1,,0,,0,,0,,,,13,,39,
7/25/2016,2016,7,25,‡,24.7,,13.9,,19.3,,0,,1.3,,8.4,,0,,8.4,,,,32,,39,
7/26/2016,2016,7,26,‡,25.1,,13.7,,19.4,,0,,1.4,,0.2,,0,,0.2,,,,,,<31,
7/27/2016,2016,7,27,‡,25.9,,13.8,,19.9,,0,,1.9,,0,,0,,0,,,,36,,43,
7/28/2016,2016,7,28,‡,26.1,,12.1,,19.1,,0,,1.1,,15.2,,0,,15.2,,,,34,,83,
7/29/2016,2016,7,29,‡,26.1,E,12,E,19.1,E,0,E,1.1,E,,M,,M,15.2,E,,,,M,,M
7/30/2016,2016,7,30,‡,23.5,,12.6,,18.1,,0,,0.1,,27,,0,,27,,,,,,<31,
7/31/2016,2016,7,31,‡,18.5,,8.1,,13.3,,4.7,,0,,11.2,,0,,11.2,,,,2,,54,
8/1/2016,2016,8,1,‡,22.1,,7.5,,14.8,,3.2,,0,,0,,0,,0,,,,13,,35,
8/2/2016,2016,8,2,‡,23.9,,8.6,,16.3,,1.7,,0,,7.8,,0,,7.8,,,,35,,54,
8/3/2016,2016,8,3,‡,17.9,,10.7,,14.3,,3.7,,0,,17.7,,0,,17.7,,,,1,,48,
8/4/2016,2016,8,4,‡,22.4,,11.1,,16.8,,1.2,,0,,0,,0,,0,,,,8,,32,
8/5/2016,2016,8,5,‡,24,,13.6,,18.8,,0,,0.8,,0,,0,,0,,,,13,,46,
8/6/2016,2016,8,6,‡,18.2,,11.9,,15.1,,2.9,,0,,29.2,,0,,29.2,,,,22,,30,
8/7/2016,2016,8,7,‡,22,,13.8,,17.9,,0.1,,0,,4.4,,0,,4.4,,,,14,,33,
8/8/2016,2016,8,8,‡,20.8,,12.6,,16.7,,1.3,,0,,0.8,,0,,0.8,,,,31,,39,
8/9/2016,2016,8,9,‡,22.7,,11.6,,17.2,,0.8,,0,,0,,0,,0,,,,14,,35,
8/10/2016,2016,8,10,‡,18.7,,12.2,,15.5,,2.5,,0,,4.1,,0,,4.1,,,,32,,52,
8/11/2016,2016,8,11,‡,22,,12.4,,17.2,,0.8,,0,,5.7,,0,,5.7,,,,31,,50,
8/12/2016,2016,8,12,‡,22,,12.3,,17.2,,0.8,,0,,0.6,,0,,0.6,,,,25,,41,
8/13/2016,2016,8,13,‡,24.5,,10.9,,17.7,,0.3,,0,,0,,0,,0,,,,36,,50,
8/14/2016,2016,8,14,‡,24.3,,10.2,,17.3,,0.7,,0,,4.9,,0,,4.9,,,,34,,76,
8/15/2016,2016,8,15,‡,24.5,,10.5,,17.5,,0.5,,0,,0,T,0,,0,T,,,33,,48,
8/16/2016,2016,8,16,‡,27.4,,12.2,,19.8,,0,,1.8,,0,,0,,0,,,,2,,52,
8/17/2016,2016,8,17,‡,20.5,,14,,17.3,,0.7,,0,,,M,,M,,M,,,,,<31,
8/18/2016,2016,8,18,‡,17.9,,11.1,,14.5,,3.5,,0,,0.4,,0,,0.4,,,,1,,56,
8/19/2016,2016,8,19,‡,21.3,,7,,14.2,,3.8,,0,,0,,0,,0,,,,14,,37,
8/20/2016,2016,8,20,‡,25.2,,9,,17.1,,0.9,,0,,0,,0,,0,,,,13,,32,
8/21/2016,2016,8,21,‡,27.3,,12.4,,19.9,,0,,1.9,,0,,0,,0,,,,9,,37,
8/22/2016,2016,8,22,‡,18.3,,9.1,,13.7,,4.3,,0,,4.2,,0,,4.2,,,,33,,83,
8/23/2016,2016,8,23,‡,16.4,,9.6,,13,,5,,0,,0,T,0,,0,T,,,32,,87,
8/24/2016,2016,8,24,‡,19.5,,7.6,,13.6,,4.4,,0,,0,,0,,0,,,,1,,35,
8/25/2016,2016,8,25,‡,18.7,,9.5,,14.1,,3.9,,0,,2,,0,,2,,,,34,,65,
8/26/2016,2016,8,26,‡,20.5,,6.9,,13.7,,4.3,,0,,0,T,0,,0,T,,,16,,35,
8/27/2016,2016,8,27,‡,24.1,,11.1,,17.6,,0.4,,0,,1.6,,0,,1.6,,,,33,,63,
8/28/2016,2016,8,28,‡,14.1,,7.1,,10.6,,7.4,,0,,0,T,0,,0,T,,,33,,46,
8/29/2016,2016,8,29,‡,23.6,E,7.8,E,15.7,E,2.3,E,0,E,,M,,M,0,E,,,,M,,M
8/30/2016,2016,8,30,‡,26.3,,9.5,,17.9,,0.1,,0,,0,,0,,0,,,,13,,44,
8/31/2016,2016,8,31,‡,27,,11.6,,19.3,,0,,1.3,,0,T,0,,0,T,,,18,,82,
9/1/2016,2016,9,1,‡,25.7,,12,,18.9,,0,,0.9,,0,,0,,0,,,,6,,44,
9/2/2016,2016,9,2,‡,14.8,,6.4,,10.6,,7.4,,0,,3,,0,,3,,,,33,,46,
9/3/2016,2016,9,3,‡,18.3,,3.9,,11.1,,6.9,,0,,0,T,0,,0,T,,,31,,46,
9/4/2016,2016,9,4,‡,11.5,,5.1,,8.3,,9.7,,0,,0.2,,0,,0.2,,,,11,,41,
9/5/2016,2016,9,5,‡,17.6,,3.2,,10.4,,7.6,,0,,4,,0,,4,,,,21,,52,
9/6/2016,2016,9,6,‡,15.7,,2.6,,9.2,,8.8,,0,,0.2,,0,,0.2,,,,33,,43,
9/7/2016,2016,9,7,‡,19.6,,2.4,,11,,7,,0,,0,,0,,0,,,,28,,35,
9/8/2016,2016,9,8,‡,15.1,,7.9,,11.5,,6.5,,0,,3.3,,0,,3.3,,,,31,,56,
9/9/2016,2016,9,9,‡,18.6,,4.3,,11.5,,6.5,,0,,0,,0,,0,,,,33,,35,
9/10/2016,2016,9,10,‡,22.2,,8.6,,15.4,,2.6,,0,,0,,0,,0,,,,27,,54,
9/11/2016,2016,9,11,‡,9.9,,3.9,,6.9,,11.1,,0,,10.2,,0,,10.2,,,,1,,59,
9/12/2016,2016,9,12,‡,12.2,,1.8,,7,,11,,0,,0.2,,0,,0.2,,,,34,,35,
9/13/2016,2016,9,13,‡,19.1,,0.5,,9.8,,8.2,,0,,0,,0,,0,,,,17,,32,
9/14/2016,2016,9,14,‡,22.9,,5.2,,14.1,,3.9,,0,,0,,0,,0,,,,,,<31,
9/15/2016,2016,9,15,‡,22.7,,6.9,,14.8,,3.2,,0,,0,,0,,0,,,,,,<31,
9/16/2016,2016,9,16,‡,23.9,,6.1,,15,,3,,0,,0,,0,,0,,,,,,<31,
9/17/2016,2016,9,17,‡,20.5,,10.5,,15.5,,2.5,,0,,0,,0,,0,,,,28,,43,
9/18/2016,2016,9,18,‡,18.2,,5.4,,11.8,,6.2,,0,,0,,0,,0,,,,28,,46,
9/19/2016,2016,9,19,‡,16.5,,1.7,,9.1,,8.9,,0,,0,,0,,0,,,,29,,33,
9/20/2016,2016,9,20,‡,6.9,,4.2,,5.6,,12.4,,0,,0.9,,0,,0.9,,,,35,,33,
9/21/2016,2016,9,21,‡,12.7,,2.8,,7.8,,10.2,,0,,0,,0,,0,,,,,,<31,
9/22/2016,2016,9,22,‡,9.9,,3.8,,6.9,,11.1,,0,,2.9,,0,,2.9,,,,11,,32,
9/23/2016,2016,9,23,‡,16.9,,6.5,,11.7,,6.3,,0,,0.2,,0,,0.2,,,,14,,32,
9/24/2016,2016,9,24,‡,15.5,,5.1,,10.3,,7.7,,0,,0.2,,0,,0.2,,,,35,,48,
9/25/2016,2016,9,25,‡,19.6,,1.6,,10.6,,7.4,,0,,0,,0,,0,,,,29,,52,
9/26/2016,2016,9,26,‡,23.6,,7.1,,15.4,,2.6,,0,,0,,0,,0,,,,,,<31,
9/27/2016,2016,9,27,‡,19.7,,8.8,,14.3,,3.7,,0,,0,,0,,0,,,,36,,67,
9/28/2016,2016,9,28,‡,12.8,,7,,9.9,,8.1,,0,,0,,0,,0,,,,15,,44,
9/29/2016,2016,9,29,‡,15.9,,2.6,,9.3,,8.7,,0,,0,,0,,0,,,,,,<31,
9/30/2016,2016,9,30,‡,16.9,,4.4,,10.7,,7.3,,0,,0,T,0,,0,T,,,35,,39,
10/1/2016,2016,10,1,‡,11.4,,5.8,,8.6,,9.4,,0,,5.4,,0,,5.4,,,,35,,32,
10/2/2016,2016,10,2,‡,14.2,,0.9,,7.6,,10.4,,0,,0,,0,,0,,,,18,,33,
10/3/2016,2016,10,3,‡,13.8,,-0.3,,6.8,,11.2,,0,,0,,0,,0,,,,,,<31,
10/4/2016,2016,10,4,‡,11.4,,-0.6,,5.4,,12.6,,0,,0,,0,,0,,,,5,,43,
10/5/2016,2016,10,5,‡,4.2,,-0.7,,1.8,,16.2,,0,,0,,0,,0,,,,2,,33,
10/6/2016,2016,10,6,‡,5.7,,-3.2,,1.3,,16.7,,0,,0,,0,,0,,,,,,<31,
10/7/2016,2016,10,7,‡,0.2,,-2.4,,-1.1,,19.1,,0,,0.2,,4,,3.8,,3,,15,,44,
10/8/2016,2016,10,8,‡,2.2,,-2.3,,-0.1,,18.1,,0,,0.4,,0,,0.4,,3,,15,,32,
10/9/2016,2016,10,9,‡,2.1,,-1.1,,0.5,,17.5,,0,,2.8,,0,,2.8,,0,T,34,,54,
10/10/2016,2016,10,10,‡,-0.2,,-3.3,,-1.8,,19.8,,0,,0,,4.4,,3.2,,,,,,<31,
10/11/2016,2016,10,11,‡,3.1,,-4.2,,-0.6,,18.6,,0,,0,,0.2,,0.2,,1,,,,<31,
10/12/2016,2016,10,12,‡,10.3,,-5.2,,2.6,,15.4,,0,,0,,0,,0,,,,,,<31,
10/13/2016,2016,10,13,‡,11.4,,-4.8,,3.3,,14.7,,0,,0,,0,,0,,,,,,<31,
10/14/2016,2016,10,14,‡,6.5,,-2.2,,2.2,,15.8,,0,,3,,0,,3,,,,32,,33,
10/15/2016,2016,10,15,‡,5.8,,-3,,1.4,,16.6,,0,,1,,0,,1,,,,,,<31,
10/16/2016,2016,10,16,‡,14.6,,-0.8,,6.9,,11.1,,0,,,M,0,,,M,,,30,,54,
10/17/2016,2016,10,17,‡,5.9,,-4.4,,0.8,,17.2,,0,,0,,1,,1,,,,,,<31,
10/18/2016,2016,10,18,‡,2.6,,-0.4,,1.1,,16.9,,0,,0.2,,0,,0.2,,0,T,,,<31,
10/19/2016,2016,10,19,‡,13.4,,-1.2,,6.1,,11.9,,0,,0,,0,,0,,,,29,,39,
10/20/2016,2016,10,20,‡,13.7,,-2.8,,5.5,,12.5,,0,,0,,0,,0,,,,30,,46,
10/21/2016,2016,10,21,‡,12.1,,-1.3,,5.4,,12.6,,0,,0,,0,,0,,,,27,,30,
10/22/2016,2016,10,22,‡,12.5,,-1.4,,5.6,,12.4,,0,,0,,0,,0,,,,25,,37,
10/23/2016,2016,10,23,‡,10.6,,-5.1,,2.8,,15.2,,0,,0,,0,,0,,,,,,<31,
10/24/2016,2016,10,24,‡,4.4,,-0.6,,1.9,,16.1,,0,,0,,0,,0,,,,,,<31,
10/25/2016,2016,10,25,‡,14,,-3,,5.5,,12.5,,0,,0,,0,,0,,,,25,,35,
10/26/2016,2016,10,26,‡,10,,-4.8,,2.6,,15.4,,0,,0,,0,,0,,,,,,<31,
10/27/2016,2016,10,27,‡,15.2,,-1.1,,7.1,,10.9,,0,,0.2,,0,,0.2,,,,29,,50,
10/28/2016,2016,10,28,‡,3.8,,0.2,,2,,16,,0,,2.8,,3.4,,6.2,,0,T,,,<31,
10/29/2016,2016,10,29,‡,4.1,,0.6,,2.4,,15.6,,0,,0,,0,,0,,,,,,<31,
